,name,followers,current_viewers,days,hours,minutes,test
3867,superjj102,16715,334,1,12,20,2015-06-01 12:20:00
3891,superjj102,16715,307,1,12,30,2015-06-01 12:30:00
3915,superjj102,16715,337,1,12,50,2015-06-01 12:50:00
3939,superjj102,16715,355,1,13,0,2015-06-01 13:00:00
3962,superjj102,16715,400,1,13,10,2015-06-01 13:10:00
3988,superjj102,16717,360,1,13,20,2015-06-01 13:20:00
4014,superjj102,16717,397,1,13,30,2015-06-01 13:30:00
4039,superjj102,16717,398,1,13,40,2015-06-01 13:40:00
4064,superjj102,16717,386,1,13,50,2015-06-01 13:50:00
4089,superjj102,16717,377,1,14,0,2015-06-01 14:00:00
4114,superjj102,16717,350,1,14,10,2015-06-01 14:10:00
4138,superjj102,16725,354,1,14,20,2015-06-01 14:20:00
4161,superjj102,16725,343,1,14,30,2015-06-01 14:30:00
4184,superjj102,16725,513,1,14,50,2015-06-01 14:50:00
4210,superjj102,16725,661,1,15,0,2015-06-01 15:00:00
4233,superjj102,16725,647,1,15,10,2015-06-01 15:10:00
4259,superjj102,16732,656,1,15,20,2015-06-01 15:20:00
4282,superjj102,16732,691,1,15,30,2015-06-01 15:30:00
4307,superjj102,16732,752,1,15,40,2015-06-01 15:40:00
4331,superjj102,16732,963,1,15,50,2015-06-01 15:50:00
4358,superjj102,16732,844,1,16,0,2015-06-01 16:00:00
4383,superjj102,16732,720,1,16,10,2015-06-01 16:10:00
4406,superjj102,16745,671,1,16,20,2015-06-01 16:20:00
4431,superjj102,16745,671,1,16,30,2015-06-01 16:30:00
4458,superjj102,16745,661,1,16,40,2015-06-01 16:40:00
4482,superjj102,16745,621,1,16,50,2015-06-01 16:50:00
4508,superjj102,16745,609,1,17,0,2015-06-01 17:00:00
4534,superjj102,16745,573,1,17,10,2015-06-01 17:10:00
4560,superjj102,16752,557,1,17,20,2015-06-01 17:20:00
4609,superjj102,16753,389,1,17,40,2015-06-01 17:40:00
4634,superjj102,16753,398,1,17,50,2015-06-01 17:50:00
4658,superjj102,16753,396,1,18,0,2015-06-01 18:00:00
4683,superjj102,16753,367,1,18,10,2015-06-01 18:10:00
4707,superjj102,16758,375,1,18,20,2015-06-01 18:20:00
4732,superjj102,16758,377,1,18,30,2015-06-01 18:30:00
4757,superjj102,16758,406,1,18,40,2015-06-01 18:40:00
4783,superjj102,16758,349,1,18,50,2015-06-01 18:50:00
5066,ryzentv,32493,109,1,21,10,2015-06-01 21:10:00
5081,ryzentv,32493,232,1,21,20,2015-06-01 21:20:00
5105,ryzentv,32493,412,1,21,30,2015-06-01 21:30:00
5129,ryzentv,32493,515,1,21,40,2015-06-01 21:40:00
5132,hsdogdog,42487,290,1,21,40,2015-06-01 21:40:00
5155,hsdogdog,42487,611,1,22,0,2015-06-01 22:00:00
5156,ryzentv,32493,610,1,22,0,2015-06-01 22:00:00
5177,hsdogdog,42487,939,1,22,10,2015-06-01 22:10:00
5181,ryzentv,32493,627,1,22,10,2015-06-01 22:10:00
5203,hsdogdog,42490,1459,1,22,30,2015-06-01 22:30:00
5206,ryzentv,32503,644,1,22,30,2015-06-01 22:30:00
5228,hsdogdog,42490,1540,1,22,40,2015-06-01 22:40:00
5230,ryzentv,32503,706,1,22,40,2015-06-01 22:40:00
5253,hsdogdog,42490,1546,1,22,50,2015-06-01 22:50:00
5255,ryzentv,32503,745,1,22,50,2015-06-01 22:50:00
5277,hsdogdog,42490,1615,1,23,0,2015-06-01 23:00:00
5280,ryzentv,32503,772,1,23,0,2015-06-01 23:00:00
5303,hsdogdog,42490,1589,1,23,10,2015-06-01 23:10:00
5305,ryzentv,32503,816,1,23,10,2015-06-01 23:10:00
5328,hsdogdog,42516,1614,1,23,20,2015-06-01 23:20:00
5330,ryzentv,32512,796,1,23,20,2015-06-01 23:20:00
5353,hsdogdog,42516,1692,1,23,30,2015-06-01 23:30:00
5355,ryzentv,32512,783,1,23,30,2015-06-01 23:30:00
5378,hsdogdog,42516,1696,1,23,40,2015-06-01 23:40:00
5380,ryzentv,32512,794,1,23,40,2015-06-01 23:40:00
5403,hsdogdog,42516,1684,1,23,50,2015-06-01 23:50:00
5405,ryzentv,32512,808,1,23,50,2015-06-01 23:50:00
5428,hsdogdog,42516,1850,2,0,0,2015-06-02 00:00:00
5430,ryzentv,32512,904,2,0,0,2015-06-02 00:00:00
5453,hsdogdog,42516,1726,2,0,10,2015-06-02 00:10:00
